"A","pass","math_test","math","activity_score","activity","school"
1921,0,47.31,-0.269,5,1.301,27
1922,0,50.3,0.03,5,1.631,27
1923,1,43.72,-0.628,1,-2.249,27
1924,1,54.52,0.452,4,0.665,27
1925,1,47.32,-0.268,2,-1.807,27
1926,1,54.97,0.497,3,-0.116,27
1927,1,43.67,-0.633,3,-0.998,27
1928,0,49.17,-0.083,3,-0.257,27
1929,0,51.12,0.112,4,0.419,27
1930,1,42.89,-0.711,3,-0.235,27
1931,1,41.08,-0.892,3,-0.268,27
1932,0,38.269999999999996,-1.173,4,0.873,27
1933,1,54.72,0.472,3,-0.203,27
1934,0,39.83,-1.017,4,0.434,27
1935,0,56.98,0.698,4,0.295,27
1936,1,52.23,0.223,3,-0.469,27
1937,1,57.22,0.722,4,0.497,27
1938,0,44.39,-0.561,7,3.501,27
1939,1,54.85,0.485,4,0.616,27
1940,1,44.63,-0.537,4,0.272,27
1941,0,62.44,1.244,4,0.378,27
1942,0,47.34,-0.266,4,0.339,27
1943,1,52.58,0.258,5,1.304,27
1944,0,52.2,0.22,3,-0.636,27
1945,0,25.560000000000002,-2.444,3,-0.383,27
1946,1,73.75,2.375,3,-0.249,27
1947,0,42.67,-0.733,4,0.047,27
1948,0,61.35,1.135,3,-0.615,27
1949,1,38.260000000000005,-1.174,5,1.125,27
1950,1,49.15,-0.085,3,-0.027,27
1951,1,46.21,-0.379,3,-0.954,27
1952,1,40.61,-0.939,3,-0.238,27
1953,0,41.29,-0.871,5,1.699,27
1954,1,57.94,0.794,3,-0.115,27
1955,1,65.37,1.537,5,1.449,27
1956,1,35.88,-1.412,4,0.74,27
1957,0,42.84,-0.716,4,0.273,27
1958,0,43.83,-0.617,3,-0.443,27
1959,0,40.89,-0.911,4,0.6,27
1960,1,56.269999999999996,0.627,3,-0.589,27
1961,1,50.06,0.006,4,0.051,27
1962,1,59.42,0.942,4,0.774,27
1963,1,52.97,0.297,4,0.405,27
1964,1,65.2,1.52,4,0.47,27
1965,1,66.11,1.611,1,-2.89,27
1966,0,42.06,-0.794,4,0.013,27
1967,1,40.629999999999995,-0.937,3,-0.914,27
1968,1,42.68,-0.732,2,-1.803,27
1969,1,64.33,1.433,5,1.91,27
1970,0,44.09,-0.591,5,1.566,27
1971,0,37.0,-1.3,4,0.528,27
1972,1,33.78,-1.622,4,0.143,27
1973,0,47.23,-0.277,4,0.577,27
1974,1,58.379999999999995,0.838,4,0.014,27
1975,1,71.97,2.197,2,-1.229,27
1976,1,51.69,0.169,3,-0.484,27
1977,1,48.24,-0.176,4,0.465,27
1978,1,59.11,0.911,3,-0.12,27
1979,0,44.88,-0.512,3,-0.724,27
1980,1,42.91,-0.709,3,-0.706,27
1981,1,59.08,0.908,2,-1.394,27
1982,1,63.03,1.303,3,-0.696,27
1983,1,53.1,0.31,2,-1.788,27
1984,1,41.36,-0.864,3,-0.519,27
1985,1,51.5,0.15,4,0.861,27
1986,0,42.68,-0.732,3,-0.815,27
1987,1,69.64,1.964,4,0.062,28
1988,1,42.86,-0.714,4,0.501,28
1989,1,42.63,-0.737,4,0.64,28
1990,1,61.49,1.149,3,-0.777,28
1991,1,30.5,-1.95,3,-0.898,28
1992,1,45.41,-0.459,4,0.338,28
1993,1,60.07,1.007,3,-0.099,28
1994,1,70.75,2.075,3,-0.213,28
1995,1,54.75,0.475,4,0.201,28
1996,1,37.230000000000004,-1.277,2,-1.348,28
1997,1,39.81,-1.019,3,-0.451,28
1998,1,51.29,0.129,4,0.538,28
1999,0,14.79,-3.521,4,0.21,28
2000,1,31.599999999999998,-1.84,4,0.307,28
2001,0,52.25,0.225,3,-0.37,28
2002,1,43.96,-0.604,6,2.184,28
2003,1,32.42,-1.758,3,-0.919,28
2004,0,47.9,-0.21,2,-1.365,28
2005,1,50.41,0.041,4,0.227,28
2006,1,41.53,-0.847,4,0.365,28
2007,1,39.879999999999995,-1.012,4,0.275,28
2008,1,47.05,-0.295,3,-0.494,28
2009,1,42.22,-0.778,5,1.147,28
2010,1,63.21,1.321,2,-1.154,28
2011,1,48.9,-0.11,4,0.215,28
2012,0,60.41,1.041,0,-3.947,28
2013,1,37.83,-1.217,5,1.212,28
2014,1,48.53,-0.147,4,0.039,28
2015,1,61.230000000000004,1.123,5,1.243,28
2016,1,75.75,2.575,4,0.214,28
2017,1,40.96,-0.904,5,1.316,28
2018,1,62.81,1.281,5,1.065,28
2019,1,54.16,0.416,4,0.071,28
2020,1,62.91,1.291,2,-1.236,28
2021,1,65.48,1.548,3,-0.176,28
2022,1,49.28,-0.072,2,-1.371,28
2023,1,49.46,-0.054,2,-1.086,28
2024,1,42.46,-0.754,1,-2.481,28
2025,1,67.75,1.775,4,0.835,28
2026,1,46.87,-0.313,5,1.168,28
2027,1,55.94,0.594,3,-0.464,28
2028,1,66.93,1.693,3,-0.88,28
2029,1,62.66,1.266,4,0.297,28
2030,1,57.88,0.788,3,-0.121,28
2031,1,43.120000000000005,-0.688,4,0.069,28
2032,0,55.9,0.59,2,-1.498,28
2033,1,39.55,-1.045,5,1.978,28
2034,1,60.53,1.053,4,0.454,28
2035,1,53.48,0.348,2,-1.512,28
2036,1,54.38,0.438,6,2.251,28
2037,0,46.49,-0.351,4,0.855,28
2038,1,46.93,-0.307,5,1.069,28
2039,1,48.03,-0.197,3,-0.047,28
2040,1,47.64,-0.236,2,-1.099,29
2041,1,44.92,-0.508,2,-1.606,29
2042,1,43.730000000000004,-0.627,3,-0.355,29
2043,1,60.730000000000004,1.073,2,-1.126,29
2044,0,52.39,0.239,3,-0.241,29
2045,1,65.48,1.548,4,0.498,29
2046,1,47.78,-0.222,3,-0.644,29
2047,0,78.55,2.855,4,0.146,29
2048,0,55.75,0.575,5,1.442,29
2049,1,64.27,1.427,4,0.59,29
2050,0,53.5,0.35,4,0.208,29
2051,1,55.91,0.591,2,-1.432,29
2052,0,42.88,-0.712,4,0.764,29
2053,1,42.64,-0.736,3,-0.275,29
2054,1,45.74,-0.426,1,-2.419,29
2055,1,51.14,0.114,4,0.348,29
2056,1,52.04,0.204,4,0.342,29
2057,1,47.89,-0.211,3,-0.695,29
2058,1,51.68,0.168,4,0.847,29
2059,1,63.01,1.301,3,-0.732,29
2060,0,37.620000000000005,-1.238,4,0.389,29
2061,1,48.93,-0.107,2,-1.548,29
2062,0,59.34,0.934,4,0.48,29
2063,1,48.69,-0.131,3,-0.538,29
2064,0,42.2,-0.78,4,0.161,29
2065,1,33.92,-1.608,3,-0.04,29
2066,1,36.03,-1.397,2,-1.645,29
2067,0,51.38,0.138,4,0.11,29
2068,0,44.39,-0.561,3,-0.342,29
2069,1,46.1,-0.39,4,0.186,29
2070,1,69.01,1.901,3,-0.203,29
2071,0,49.84,-0.016,5,1.267,29
2072,1,40.17,-0.983,4,0.109,29
2073,1,48.7,-0.13,5,1.36,29
2074,1,37.42,-1.258,3,-0.853,29
2075,1,65.02,1.502,3,-0.469,29
2076,0,59.32,0.932,4,0.147,29
2077,1,59.45,0.945,3,-0.06,29
2078,0,32.61,-1.739,4,0.233,29
2079,0,63.16,1.316,5,1.896,29
2080,1,53.97,0.397,3,-0.999,29
2081,1,57.29,0.729,3,-0.716,29
2082,0,49.45,-0.055,4,0.31,29
2083,1,38.43,-1.157,4,0.049,29
2084,1,39.44,-1.056,2,-1.029,29
2085,0,54.88,0.488,5,1.155,29
2086,1,55.51,0.551,3,-0.57,29
2087,0,47.54,-0.246,5,1.021,29
2088,0,47.51,-0.249,4,0.868,29
2089,1,66.07,1.607,4,0.554,29
2090,1,60.489999999999995,1.049,3,-0.081,29
2091,1,53.15,0.315,4,0.546,29
2092,1,57.980000000000004,0.798,4,0.432,29
2093,1,52.06,0.206,4,0.471,29
2094,1,51.85,0.185,4,0.763,29
2095,0,62.33,1.233,5,1.689,29
2096,1,49.56,-0.044,3,-0.05,29
2097,1,54.44,0.444,4,0.268,29
2098,1,44.94,-0.506,3,-0.31,29
2099,1,47.46,-0.254,3,-0.375,29
2100,0,40.38,-0.962,4,0.238,29
2101,1,38.29,-1.171,2,-1.156,29
2102,0,41.5,-0.85,4,0.429,29
2103,0,39.49,-1.051,2,-1.633,30
2104,0,35.84,-1.416,3,-0.807,30
2105,0,46.61,-0.339,4,0.446,30
2106,0,41.46,-0.854,4,0.827,30
2107,0,40.15,-0.985,5,1.409,30
2108,0,46.78,-0.322,5,1.931,30
2109,0,43.76,-0.624,4,0.01,30
2110,0,53.55,0.355,1,-2.747,30
2111,0,52.79,0.279,2,-1.374,30
2112,0,60.22,1.022,5,1.351,30
2113,0,58.75,0.875,4,0.204,30
2114,1,70.15,2.015,5,1.185,30
2115,1,63.66,1.366,5,1.02,30
2116,0,30.560000000000002,-1.944,4,0.129,30
2117,0,52.35,0.235,4,0.249,30
2118,0,51.36,0.136,3,-0.586,30
2119,0,53.56,0.356,4,0.398,30
2120,0,43.78,-0.622,1,-2.185,30
2121,0,44.09,-0.591,4,0.17,30
2122,0,41.32,-0.868,5,1.103,30
2123,0,38.6,-1.14,3,-0.779,30
2124,0,40.49,-0.951,4,0.394,30
2125,0,70.15,2.015,3,-0.183,30
2126,0,63.35,1.335,3,-0.801,30
2127,0,51.81,0.181,3,-0.205,30
2128,0,49.93,-0.007,3,-0.175,30
2129,0,43.08,-0.692,3,-0.579,30
2130,0,50.52,0.052,2,-1.185,30
2131,0,38.37,-1.163,4,0.187,30
2132,0,58.769999999999996,0.877,3,-0.351,30
2133,0,44.68,-0.532,5,1.297,30
2134,0,45.519999999999996,-0.448,4,0.364,30
2135,0,50.03,0.003,3,-0.576,30
2136,0,43.99,-0.601,3,-0.839,30
2137,0,47.71,-0.229,3,-0.15,30
2138,0,55.27,0.527,3,-0.37,30
2139,0,47.54,-0.246,3,-0.044,30
2140,0,55.7,0.57,4,0.442,30
2141,0,47.29,-0.271,4,0.037,30
2142,0,44.29,-0.571,4,0.463,30
2143,0,47.92,-0.208,3,-0.198,30
2144,0,65.44,1.544,1,-2.574,30
2145,0,36.26,-1.374,4,0.83,30
2146,0,38.85,-1.115,5,1.252,30
2147,0,50.39,0.039,6,2.212,30
2148,0,59.05,0.905,4,0.136,30
2149,0,48.27,-0.173,4,0.97,30
2150,0,41.01,-0.899,4,0.718,30
2151,1,70.28,2.028,4,0.202,30
2152,1,52.88,0.288,2,-1.498,30
2153,0,40.04,-0.996,4,0.072,30
2154,0,29.990000000000002,-2.001,3,-0.879,30
2155,0,38.45,-1.155,3,-0.33,30
2156,0,31.88,-1.812,4,0.397,30
2157,0,44.78,-0.522,2,-1.288,30
2158,0,44.86,-0.514,5,1.118,30
2159,1,84.34,3.434,5,1.048,30
2160,0,47.57,-0.243,3,-0.253,30
2161,0,50.62,0.062,7,3.113,30
2162,0,55.27,0.527,4,0.099,30
2163,0,55.39,0.539,5,1.023,30
2164,0,52.85,0.285,4,0.256,30
2165,0,43.769999999999996,-0.623,4,0.1,30
2166,0,35.43,-1.457,4,0.702,30
2167,0,48.59,-0.141,4,0.387,30
2168,0,47.88,-0.212,5,1.2,30
2169,0,65.42,1.542,3,-0.3,30
2170,1,53.24,0.324,4,0.334,30
2171,0,48.18,-0.182,3,-0.425,30
2172,0,54.18,0.418,4,0.643,30
2173,0,43.22,-0.678,5,1.164,30
2174,0,55.14,0.514,4,0.451,30
2175,0,56.18,0.618,4,0.513,30
2176,0,35.760000000000005,-1.424,2,-1.057,30
2177,0,58.91,0.891,2,-1.853,30
2178,0,34.019999999999996,-1.598,3,-0.387,30
2179,0,41.91,-0.809,4,0.562,30
2180,0,54.15,0.415,3,-0.859,30
2181,0,52.9,0.29,3,-0.881,30
2182,0,54.67,0.467,3,-0.036,30
2183,0,56.77,0.677,3,-0.67,30
2184,1,50.69,0.069,5,1.644,30
2185,0,56.019999999999996,0.602,3,-0.624,30
2186,0,45.730000000000004,-0.427,4,0.684,30
2187,0,38.129999999999995,-1.187,3,-0.904,30
2188,0,41.4,-0.86,3,-0.422,30
2189,0,62.59,1.259,4,0.384,30
2190,0,48.34,-0.166,3,-0.966,30
2191,0,48.97,-0.103,5,1.99,30
2192,1,53.39,0.339,3,-0.153,30
2193,1,53.1,0.31,2,-1.008,30
2194,0,52.78,0.278,2,-1.066,30
2195,0,51.2,0.12,2,-1.276,30
2196,0,38.64,-1.136,4,0.307,31
2197,0,63.25,1.325,3,-0.053,31
2198,1,45.97,-0.403,3,-0.69,31
2199,1,76.12,2.612,2,-1.061,31
2200,0,62.58,1.258,4,0.629,31
2201,1,46.15,-0.385,1,-2.31,31
2202,1,46.67,-0.333,3,-0.916,31
2203,0,61.01,1.101,4,0.634,31
2204,1,34.91,-1.509,3,-0.018,31
2205,0,48.46,-0.154,5,1.011,31
2206,0,45.28,-0.472,4,0.865,31
2207,1,41.94,-0.806,3,-0.532,31
2208,0,43.62,-0.638,3,-0.266,31
2209,1,43.97,-0.603,3,-0.751,31
2210,0,48.73,-0.127,4,0.868,31
2211,0,41.53,-0.847,4,0.23,31
2212,0,43.48,-0.652,3,-0.538,31
2213,0,59.82,0.982,3,-0.361,31
2214,1,56.44,0.644,3,-0.771,31
2215,1,43.33,-0.667,2,-1.115,31
2216,0,47.52,-0.248,4,0.167,31
2217,1,68.17,1.817,4,0.682,31
2218,0,53.6,0.36,4,0.037,31
2219,1,37.480000000000004,-1.252,3,-0.821,31
2220,0,43.769999999999996,-0.623,3,-0.474,31
2221,1,49.72,-0.028,1,-2.684,31
2222,0,47.04,-0.296,3,-0.144,31
2223,1,67.1,1.71,1,-2.09,31
2224,0,46.98,-0.302,4,0.866,31
2225,1,49.72,-0.028,3,-0.729,31
2226,0,39.9,-1.01,4,0.535,31
2227,0,47.66,-0.234,6,2.679,31
2228,0,50.27,0.027,5,1.769,31
2229,1,54.47,0.447,2,-1.199,31
2230,0,64.62,1.462,5,1.119,31
2231,0,25.81,-2.419,4,0.056,31
2232,0,52.4,0.24,4,0.042,31
2233,0,49.42,-0.058,4,0.058,31
2234,1,57.04,0.704,5,1.023,31
2235,0,56.89,0.689,3,-0.962,31
2236,0,56.93,0.693,4,0.118,31
2237,1,48.67,-0.133,2,-1.384,31
2238,0,43.6,-0.64,4,0.203,31
2239,0,55.3,0.53,4,0.505,31
2240,1,49.52,-0.048,3,-0.147,31
2241,1,55.9,0.59,1,-2.653,31
2242,0,31.34,-1.866,4,0.353,31
2243,0,33.74,-1.626,4,0.626,31
2244,0,51.58,0.158,4,0.954,31
2245,1,51.36,0.136,3,-0.629,31
2246,0,53.34,0.334,4,0.158,31
2247,1,57.86,0.786,3,-0.245,31
2248,0,50.1,0.01,3,-0.146,31
2249,0,56.58,0.658,6,2.297,31
2250,0,64.73,1.473,4,0.019,31
2251,0,29.93,-2.007,3,-0.744,31
2252,0,54.95,0.495,4,0.286,31
2253,0,40.6,-0.94,4,0.487,31
2254,0,47.2,-0.28,5,1.184,31
2255,0,40.03,-0.997,6,2.553,31
2256,0,47.06,-0.294,3,-0.045,31
2257,0,36.26,-1.374,4,0.419,31
2258,1,74.21,2.421,2,-1.155,31
2259,1,54.05,0.405,3,-0.557,31
2260,0,39.230000000000004,-1.077,5,1.039,31
2261,1,40.33,-0.967,2,-1.078,31
2262,1,50.57,0.057,4,0.195,31
2263,1,38.21,-1.179,3,-0.827,31
2264,1,30.27,-1.973,2,-1.95,31
2265,1,37.29,-1.271,1,-2.52,31
2266,1,48.39,-0.161,2,-1.572,31
2267,1,62.3,1.23,4,0.136,31
2268,1,62.480000000000004,1.248,3,-0.256,31
2269,1,42.33,-0.767,4,0.418,32
2270,1,38.21,-1.179,4,0.953,32
2271,1,64.77,1.477,5,1.397,32
2272,1,54.67,0.467,4,0.475,32
2273,1,54.61,0.461,4,0.724,32
2274,1,30.45,-1.955,4,0.078,32
2275,1,52.42,0.242,2,-1.55,32
2276,1,55.86,0.586,3,-0.093,32
2277,1,54.72,0.472,5,1.515,32
2278,1,51.9,0.19,2,-1.666,32
2279,1,58.62,0.862,3,-0.127,32
2280,0,51.26,0.126,3,-0.594,32
2281,1,41.67,-0.833,4,0.498,32
2282,1,33.269999999999996,-1.673,3,-0.035,32
2283,1,60.64,1.064,5,1.514,32
2284,1,52.9,0.29,2,-1.998,32
2285,1,69.2,1.92,3,-0.271,32
2286,1,59.85,0.985,3,-0.473,32
2287,1,29.71,-2.029,3,-0.931,32
2288,0,36.43,-1.357,3,-0.542,32
2289,1,61.41,1.141,5,1.885,32
2290,1,53.82,0.382,5,1.733,32
2291,1,35.72,-1.428,3,-0.063,32
2292,1,35.9,-1.41,5,1.065,32
2293,1,50.48,0.048,3,-0.247,32
2294,1,47.51,-0.249,3,-0.659,32
2295,1,32.239999999999995,-1.776,3,-0.299,32
2296,1,49.62,-0.038,4,0.779,32
2297,1,52.42,0.242,4,0.032,32
2298,1,78.7,2.87,5,1.974,32
2299,1,67.34,1.734,2,-1.462,32
2300,1,37.74,-1.226,4,0.536,32
2301,1,51.25,0.125,4,0.495,32
2302,1,36.76,-1.324,4,0.481,32
2303,1,50.05,0.005,4,0.64,32
2304,1,37.980000000000004,-1.202,2,-1.657,32
2305,0,52.2,0.22,2,-1.342,32
2306,1,67.2,1.72,4,0.41,32
2307,1,47.06,-0.294,4,0.179,32
2308,1,67.16,1.716,5,1.056,32
2309,1,41.230000000000004,-0.877,5,1.06,32
2310,1,46.91,-0.309,4,0.869,32
2311,1,53.83,0.383,1,-2.279,32
2312,1,53.27,0.327,4,0.443,32
2313,1,82.98,3.298,3,-0.029,32
2314,1,46.77,-0.323,5,1.764,32
2315,0,62.88,1.288,2,-1.026,32
2316,1,45.04,-0.496,4,0.191,32
2317,1,38.54,-1.146,3,-0.318,32
2318,1,64.47,1.447,4,0.031,32
2319,1,39.34,-1.066,3,-0.829,32
2320,1,46.6,-0.34,4,0.869,32
2321,1,50.65,0.065,3,-0.464,32
2322,1,46.47,-0.353,3,-0.887,32
2323,1,52.6,0.26,4,0.624,32
2324,1,35.66,-1.434,4,0.342,32
2325,1,37.7,-1.23,5,1.199,32
2326,1,40.32,-0.968,4,0.262,32
2327,0,51.27,0.127,2,-1.979,32
2328,1,61.5,1.15,2,-1.38,32
2329,1,48.43,-0.157,3,-0.663,32
2330,1,54.33,0.433,4,0.812,32
2331,0,50.01,0.001,3,-0.909,32
2332,1,29.82,-2.018,3,-0.859,32
2333,1,35.2,-1.48,4,0.301,32
2334,1,48.25,-0.175,3,-0.183,32
2335,1,44.1,-0.59,3,-0.273,32
2336,1,37.67,-1.233,4,0.172,32
2337,1,71.89,2.189,3,-0.629,32
2338,1,52.12,0.212,2,-1.501,32
2339,1,50.91,0.091,4,0.797,32
2340,1,44.71,-0.529,3,-0.078,32
2341,1,62.480000000000004,1.248,3,-0.437,32
2342,1,36.42,-1.358,4,0.038,32
2343,1,53.92,0.392,2,-1.012,32
2344,1,61.0,1.1,3,-0.027,32
2345,1,36.129999999999995,-1.387,2,-1.422,32
2346,1,46.29,-0.371,3,-0.063,32
2347,0,61.4,1.14,1,-2.044,32
2348,1,31.29,-1.871,2,-1.047,32
2349,1,62.7,1.27,4,0.193,32
2350,1,66.38,1.638,3,-0.131,32
2351,0,34.99,-1.501,2,-1.112,32
2352,0,50.67,0.067,5,1.715,33
2353,0,63.870000000000005,1.387,5,1.932,33
2354,0,55.69,0.569,2,-1.009,33
2355,0,46.3,-0.37,3,-0.866,33
2356,0,43.89,-0.611,4,0.941,33
2357,0,35.83,-1.417,3,-0.517,33
2358,0,48.8,-0.12,3,-0.571,33
2359,0,50.83,0.083,4,0.149,33
2360,1,48.39,-0.161,3,-0.243,33
2361,0,51.57,0.157,4,0.555,33
2362,0,46.79,-0.321,4,0.17,33
2363,0,59.6,0.96,4,0.038,33
2364,1,53.0,0.3,5,1.211,33
2365,0,55.28,0.528,7,3.512,33
2366,0,34.43,-1.557,5,1.809,33
2367,1,54.1,0.41,6,2.376,33
2368,0,41.0,-0.9,1,-2.5,33
2369,0,56.77,0.677,4,0.295,33
2370,0,47.92,-0.208,3,-0.444,33
2371,0,75.69,2.569,3,-0.733,33
2372,0,64.03999999999999,1.404,3,-0.205,33
2373,0,47.97,-0.203,6,2.342,33
2374,0,65.82,1.582,5,1.127,33
2375,0,51.48,0.148,4,0.72,33
2376,0,45.63,-0.437,3,-0.184,33
2377,0,34.99,-1.501,4,0.922,33
2378,0,31.96,-1.804,5,1.524,33
2379,0,50.26,0.026,3,-0.615,33
2380,0,28.68,-2.132,3,-0.174,33
2381,0,47.61,-0.239,3,-0.313,33
2382,1,45.47,-0.453,2,-1.15,33
2383,0,44.6,-0.54,3,-0.502,33
2384,0,47.09,-0.291,3,-0.948,33
2385,0,65.87,1.587,4,0.075,33
2386,1,63.17,1.317,2,-1.149,33
2387,0,62.34,1.234,3,-0.456,33
2388,0,41.41,-0.859,3,-0.425,33
2389,0,55.95,0.595,2,-1.737,33
2390,0,47.21,-0.279,4,0.852,33
2391,0,53.84,0.384,3,-0.406,33
2392,0,49.61,-0.039,2,-1.286,33
2393,0,57.04,0.704,4,0.361,33
2394,0,55.18,0.518,2,-1.1,33
2395,0,50.04,0.004,2,-1.965,33
2396,0,45.45,-0.455,3,-0.337,33
2397,0,50.59,0.059,5,1.012,33
2398,0,49.32,-0.068,4,0.436,33
2399,0,39.07,-1.093,4,0.968,33
2400,0,54.14,0.414,3,-0.186,33
2401,0,52.67,0.267,1,-2.047,33
2402,0,56.84,0.684,3,-0.87,33
2403,0,39.45,-1.055,3,-0.031,33
2404,1,41.14,-0.886,2,-1.447,33
2405,0,56.78,0.678,3,-0.753,33
2406,0,35.9,-1.41,4,0.729,33
2407,1,29.0,-2.1,2,-1.491,33
2408,0,50.94,0.094,4,0.598,33
2409,0,53.76,0.376,4,0.706,34
2410,0,47.95,-0.205,4,0.853,34
2411,1,51.44,0.144,4,0.401,34
2412,1,56.46,0.646,4,0.38,34
2413,0,60.92,1.092,5,1.473,34
2414,0,38.870000000000005,-1.113,6,2.464,34
2415,0,30.240000000000002,-1.976,3,-0.331,34
2416,0,51.82,0.182,4,0.493,34
2417,1,63.57,1.357,2,-1.854,34
2418,1,57.45,0.745,3,-0.843,34
2419,1,47.72,-0.228,4,0.557,34
2420,1,48.31,-0.169,3,-0.251,34
2421,0,68.93,1.893,5,1.624,34
2422,1,62.69,1.269,4,0.623,34
2423,0,40.39,-0.961,3,-0.076,34
2424,1,43.55,-0.645,2,-1.044,34
2425,0,65.52,1.552,5,1.374,34
2426,0,52.6,0.26,3,-0.348,34
2427,1,43.16,-0.684,3,-0.275,34
2428,1,59.66,0.966,3,-0.642,34
2429,0,47.52,-0.248,5,1.07,34
2430,1,61.28,1.128,3,-0.984,34
2431,0,41.61,-0.839,3,-0.387,34
2432,1,58.18,0.818,3,-0.774,34
2433,1,51.08,0.108,3,-0.571,34
2434,0,38.78,-1.122,4,0.29,34
2435,0,53.15,0.315,5,1.318,34
2436,0,70.18,2.018,5,1.203,34
2437,1,35.55,-1.445,3,-0.526,34
2438,0,40.94,-0.906,5,1.884,34
2439,0,44.27,-0.573,4,0.649,34
2440,0,43.84,-0.616,4,0.162,34
2441,0,59.62,0.962,5,1.081,34
2442,1,34.15,-1.585,2,-1.323,34
2443,0,55.37,0.537,4,0.298,34
2444,0,53.38,0.338,4,0.91,34
2445,1,56.32,0.632,4,0.105,34
2446,1,40.13,-0.987,4,0.39,34
2447,0,69.13,1.913,5,1.461,34
2448,1,43.63,-0.637,3,-0.1,34
2449,0,52.12,0.212,5,1.034,34
2450,1,45.37,-0.463,3,-0.207,34
2451,0,47.95,-0.205,5,1.325,34
2452,1,50.91,0.091,3,-0.01,34
2453,1,54.35,0.435,4,0.263,34
2454,1,53.96,0.396,4,0.001,34
2455,1,52.97,0.297,2,-1.547,34
2456,1,43.29,-0.671,2,-1.39,34
2457,0,44.83,-0.517,3,-0.043,34
2458,0,46.5,-0.35,4,0.746,34
2459,1,51.59,0.159,3,-0.356,34
2460,0,49.8,-0.02,4,0.734,34
2461,0,37.66,-1.234,4,0.226,34
2462,0,51.19,0.119,3,-0.505,34
2463,0,57.88,0.788,4,0.673,34
2464,1,53.97,0.397,4,0.266,34
2465,0,42.019999999999996,-0.798,4,0.617,34
2466,1,69.1,1.91,4,0.329,34
2467,1,44.02,-0.598,3,-0.854,34
2468,1,52.56,0.256,3,-0.009,34
2469,1,57.519999999999996,0.752,2,-1.626,34
2470,1,44.91,-0.509,3,-0.074,34
2471,0,46.94,-0.306,4,0.402,34
2472,1,52.91,0.291,2,-1.119,34
2473,0,48.24,-0.176,4,0.313,34
2474,0,45.98,-0.402,4,0.13,34
2475,1,52.38,0.238,4,0.156,34
2476,1,53.92,0.392,3,-0.56,34
2477,0,41.76,-0.824,6,2.102,34
2478,0,55.24,0.524,5,1.238,34
2479,0,49.29,-0.071,4,0.139,34
2480,0,45.47,-0.453,5,1.558,34
2481,1,67.86,1.786,3,-0.767,34
2482,0,68.93,1.893,4,0.862,34
2483,0,35.11,-1.489,4,0.654,34
2484,1,44.33,-0.567,2,-1.113,34
2485,1,51.3,0.13,3,-0.75,34
2486,1,38.49,-1.151,3,-0.854,34
2487,1,45.22,-0.478,4,0.1,34
2488,1,58.57,0.857,5,1.586,35
2489,1,56.67,0.667,3,-0.887,35
2490,1,50.64,0.064,2,-1.453,35
2491,1,51.32,0.132,4,0.745,35
2492,1,46.14,-0.386,3,-0.28,35
2493,1,54.61,0.461,4,0.893,35
2494,1,52.99,0.299,4,0.144,35
2495,1,59.35,0.935,3,-0.625,35
2496,1,43.94,-0.606,3,-0.953,35
2497,1,30.44,-1.956,3,-0.776,35
2498,1,48.1,-0.19,3,-0.146,35
2499,1,37.53,-1.247,3,-0.07,35
2500,1,62.11,1.211,4,0.343,35
2501,1,56.13,0.613,3,-0.148,35
2502,1,34.17,-1.583,3,-0.484,35
2503,1,44.99,-0.501,3,-0.24,35
2504,1,45.26,-0.474,3,-0.409,35
2505,1,50.01,0.001,4,0.786,35
2506,1,48.14,-0.186,3,-0.707,35
2507,0,60.42,1.042,2,-1.291,35
2508,1,45.3,-0.47,3,-0.973,35
2509,1,26.840000000000003,-2.316,4,0.126,35
2510,0,52.8,0.28,4,0.5,35
2511,1,44.76,-0.524,4,0.224,35
2512,1,36.62,-1.338,3,-0.57,35
2513,1,51.62,0.162,3,-0.206,35
2514,1,65.19,1.519,3,-0.046,35
2515,1,50.36,0.036,4,0.642,35
2516,1,34.510000000000005,-1.549,5,1.426,35
2517,1,64.56,1.456,3,-0.666,35
2518,1,32.78,-1.722,3,-0.374,35
2519,1,34.31,-1.569,4,0.975,35
2520,1,23.75,-2.625,4,0.129,35
2521,1,24.48,-2.552,3,-0.27,35
2522,1,65.07,1.507,4,0.456,35
2523,1,48.16,-0.184,4,0.107,35
2524,1,54.03,0.403,4,0.212,35
2525,0,36.09,-1.391,3,-0.254,35
2526,1,54.36,0.436,4,0.914,35
2527,0,37.49,-1.251,5,1.787,35
2528,1,39.56,-1.044,3,-0.412,35
2529,1,50.3,0.03,3,-0.376,35
2530,1,50.39,0.039,2,-1.309,35
2531,0,52.52,0.252,3,-0.226,35
2532,1,53.66,0.366,3,-0.592,35
2533,1,52.68,0.268,3,-0.55,35
2534,1,38.68,-1.132,5,1.352,35
2535,1,51.57,0.157,3,-0.286,35
2536,1,62.51,1.251,2,-1.672,35
2537,0,32.989999999999995,-1.701,4,0.797,35
2538,1,62.230000000000004,1.223,4,0.085,35
2539,1,45.6,-0.44,3,-0.364,35
2540,1,49.36,-0.064,3,-0.02,35
2541,1,40.53,-0.947,3,-0.06,36
2542,1,50.68,0.068,3,-0.458,36
2543,0,41.67,-0.833,5,1.76,36
2544,1,53.8,0.38,4,0.748,36
2545,1,68.13,1.813,3,-0.956,36
2546,1,67.23,1.723,4,0.095,36
